,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,,
[34151,662.129,226.5248185,192.2363364,1.17836629,0.528982779,34389,208.524348,0.778210737,0.978876878,0.920536431,0.006633036,0.002938029,0.847387321],
[34179,677.064,225.0605017,193.5928928,1.16254527,0.50998793,34576,208.6098138,0.778015524,0.936935665,0.926905486,0.00658476,0.002998206,0.85915378],
[34191,661.403,223.9809149,194.474673,1.1517228,0.496101592,34445,208.6464313,0.771980131,0.982176064,0.931536651,0.006550873,0.003042838,0.867760531],
[34207,668.737,228.0324687,191.4154535,1.191296024,0.543480298,34515,208.6952446,0.757730817,0.961200851,0.91519969,0.006666252,0.002884861,0.837590472],
[34207,661.138,226.8735177,192.1947081,1.180435819,0.531362195,34421,208.6952446,0.774299425,0.983423569,0.919874857,0.006632371,0.002929298,0.846169752],
[34220,677.527,233.1830193,186.9591042,1.247240782,0.597632979,34577,208.734897,0.773752996,0.936777941,0.895154791,0.006814232,0.002698915,0.8013021],
[34222,671.994,223.2982638,195.2383681,1.143721216,0.485315785,34576,208.7409967,0.7843326,0.95232341,0.93480797,0.006524992,0.003073614,0.873865941],
[34239,666.439,232.6862934,187.7243461,1.239510475,0.59086546,34510,208.792837,0.769554077,0.968746459,0.897314723,0.006795943,0.002717745,0.805173713],
[34246,684.324,229.9085042,189.9911444,1.21010116,0.563116981,34732,208.8141792,0.779558388,0.91895908,0.908249044,0.006713441,0.002818024,0.824916327],
[34253,672.539,228.0042799,191.3685323,1.191440814,0.543637825,34556,208.8355193,0.792893519,0.951641846,0.915928067,0.006656476,0.002889812,0.838924223],
[34254,668.704,223.9688286,194.9291861,1.148975344,0.492450072,34575,208.8385677,0.775363303,0.962616531,0.932444792,0.006538472,0.003048938,0.86945329],
[34259,676.402,227.5449241,191.8680382,1.185944914,0.537585123,34623,208.8538091,0.770124761,0.940967839,0.917857473,0.006641902,0.002907858,0.842462341],
[34276,689.626,229.5589772,190.4115066,1.205594039,0.558556303,34738,208.9056214,0.763113367,0.905675761,0.910030285,0.006697368,0.002833396,0.828155119],
[34291,671.507,230.658067,189.6239312,1.216397453,0.569343533,34619,208.9513274,0.78204251,0.955628131,0.905892129,0.00672649,0.002794308,0.820640549],
[34313,671.844,220.9339754,198.103852,1.115243208,0.442708884,34600,209.0183449,0.796975891,0.955282162,0.946067007,0.006438783,0.003181787,0.895042782],
[34321,669.531,227.9958451,191.8273267,1.188547268,0.540470046,34652,209.0427095,0.787467878,0.962118171,0.916870698,0.006643042,0.00289587,0.840651876],
[34327,677.311,231.1581283,189.3043718,1.221092393,0.573880789,34714,209.0609812,0.793596116,0.940306539,0.904406791,0.006734003,0.002779127,0.817951644],
[34333,665.686,229.2148642,190.8718701,1.200883421,0.553693873,34592,209.0792512,0.779056047,0.973604944,0.912153982,0.006676226,0.002850909,0.832024887],
[34337,667.785,229.8067605,190.6295846,1.205514668,0.558475195,34583,209.0914304,0.809796708,0.967606759,0.909857612,0.006692686,0.002829267,0.827840875],
[34349,674.863,238.2312433,183.7249369,1.296673425,0.636587835,34645,209.1279635,0.783365262,0.947747671,0.877836008,0.006935609,0.002540493,0.770596056],
[34390,680.24,245.0146708,178.97451,1.368991991,0.682950707,34759,209.252737,0.793932958,0.933937272,0.854041663,0.007124591,0.002338061,0.729387163],
[34394,669.762,230.9211333,189.9052632,1.215980692,0.568936466,34730,209.264906,0.781681818,0.963499612,0.90621808,0.006713995,0.002793133,0.821231209],
[34395,665.156,231.7171471,189.1898259,1.224786513,0.577389526,34638,209.2679482,0.791235335,0.97691809,0.903118094,0.006736943,0.002764527,0.815622291],
[34397,678.85,229.7747022,190.931594,1.20343992,0.556345118,34776,209.2740324,0.772202766,0.937956691,0.910779256,0.00668008,0.002835397,0.829518854],
[34410,684.481,232.4579361,188.9396293,1.230329164,0.582555932,34802,209.3135751,0.80069808,0.92293633,0.900436348,0.006755534,0.002739375,0.810785617],
[34412,667.199,233.9589857,187.3982909,1.248458481,0.598680683,34677,209.319658,0.787459954,0.971424393,0.894685269,0.006798762,0.002687143,0.80046173],
[34419,687.797,224.1432457,195.6151627,1.14583779,0.488214125,34885,209.3409465,0.775202703,0.914297554,0.933960539,0.006512195,0.003056478,0.872282288],
[34421,678.034,232.4039146,189.1497475,1.228676843,0.581027879,34762,209.3470286,0.755708264,0.940871694,0.900789597,0.006751806,0.002742162,0.811421898],
[34425,680.503,232.6456666,188.5544051,1.233838406,0.585767825,34791,209.3591921,0.758928571,0.934165286,0.899905832,0.006758044,0.00273394,0.809830506],
[34428,688.178,229.7324979,191.3790717,1.20040554,0.553194986,34908,209.3683143,0.777770247,0.913524268,0.911356975,0.006672839,0.002839517,0.830571536],
[34441,675.683,228.6978291,191.9152031,1.191660824,0.543876991,34826,209.4078393,0.790874437,0.947980998,0.915652939,0.006640278,0.002879318,0.838420304],
[34443,684.507,234.60733,187.5726238,1.250754642,0.600643034,34874,209.4139194,0.784650082,0.923751269,0.892614563,0.006811466,0.002667327,0.796760758],
[34447,682.912,225.0874113,195.3291753,1.152349161,0.496926671,34853,209.4260791,0.745783628,0.928179091,0.93042111,0.006534311,0.003020632,0.865683442],
[34461,675.775,246.7254393,178.1577837,1.384870389,0.691799925,34691,209.4686324,0.770181477,0.948273245,0.84899487,0.007159555,0.00229449,0.72079229],
[34469,666.834,230.1579705,190.9936711,1.205055483,0.558005411,34747,209.4929447,0.789667812,0.974098956,0.910213729,0.006677245,0.002827162,0.828489033],
[34474,672.3,225.6494093,194.6503481,1.159255102,0.505847536,34774,209.5081384,0.793308174,0.958462926,0.92846748,0.006545495,0.003000469,0.862051862],
[34475,677.676,241.0431821,182.3691135,1.321732487,0.65389796,34878,209.511177,0.776463964,0.943343645,0.869185244,0.006991825,0.002461613,0.755482988],
[34483,687.567,233.7407243,188.5878665,1.239426102,0.590790465,35051,209.5354844,0.740677893,0.916610562,0.896444062,0.006778434,0.002700237,0.803611957],
[34491,674.657,233.182837,188.5763657,1.236543276,0.588213024,34829,209.5597889,0.785850991,0.952246946,0.898693024,0.006760686,0.002720295,0.807649151],
[34503,678.24,236.5446412,185.8927694,1.272478978,0.618394789,34885,209.5962405,0.747724515,0.94254029,0.886074778,0.00685577,0.002606859,0.785128512],
[34509,668.332,230.3294856,190.9197413,1.206420478,0.559399185,34776,209.6144638,0.783654283,0.970862501,0.910063526,0.006674476,0.002824124,0.828215621],
[34521,667.908,224.7553177,195.6829765,1.148568576,0.491904913,34830,209.6509059,0.78580046,0.972433566,0.932796198,0.006510684,0.003040559,0.870108747],
[34523,673.987,231.9170486,189.734176,1.22232617,0.575058574,34878,209.6569789,0.785863874,0.955026346,0.904017105,0.006717755,0.002767646,0.817246926],
[34532,689.551,217.0221026,202.7149085,1.070577908,0.357077019,35057,209.6843055,0.768333927,0.912638553,0.966188711,0.006284666,0.00337839,0.933520624],
[34543,670.896,235.0180104,187.2911352,1.254827198,0.604081588,34826,209.7176998,0.769194798,0.964405129,0.892347354,0.006803636,0.002661072,0.7962838],
[34543,669.456,226.9754434,193.972557,1.170142039,0.51929162,34827,209.7176998,0.786784803,0.968558463,0.923966472,0.006570809,0.002954088,0.853714042],
[34594,670.069,233.4408877,188.8659908,1.236013359,0.587736043,34848,209.8724584,0.781432121,0.968214523,0.899038984,0.006748017,0.002719381,0.808271095],
[34600,673.252,231.4349165,190.4578223,1.215150492,0.568123459,34919,209.8906578,0.777790266,0.959247461,0.906910077,0.00668887,0.00279119,0.822485887],
[34601,685.556,226.5195392,194.7187568,1.163316482,0.510948533,35048,209.8936909,0.780620417,0.925151042,0.926603028,0.006546618,0.002976951,0.858593172],
[34622,683.382,235.9288048,187.0530848,1.261293312,0.609433752,35010,209.9573755,0.763726204,0.931611724,0.889918362,0.006814419,0.002636388,0.791954691],
[34623,675.213,228.1943707,193.5033005,1.179278959,0.53003497,34965,209.9604076,0.759576148,0.954317679,0.920094597,0.006590832,0.002913734,0.846574068],
[34626,667.845,231.8884211,190.4682829,1.217464754,0.570382778,34913,209.9695037,0.761848185,0.975575378,0.905476447,0.006696945,0.002776931,0.819887597],
[34629,670.997,233.1312208,189.6828749,1.22905782,0.581381107,34915,209.9785994,0.745816373,0.966515131,0.900688456,0.006732254,0.002732994,0.811239696],
[34631,670.02,229.3367837,192.4014026,1.191970436,0.544213158,34953,209.9846629,0.760686201,0.969391848,0.915617022,0.006622297,0.002871071,0.838354531],
[34635,667.638,227.0632245,194.4152197,1.167929264,0.51661761,34929,209.9967896,0.764012971,0.976434152,0.924838401,0.006555889,0.002958522,0.855326068],
[34638,677.314,234.6904502,188.3397997,1.246101199,0.59664803,34989,210.0058841,0.757876772,0.948817239,0.894820747,0.00677552,0.002679579,0.80070417],
[34666,681.015,225.7926672,195.8277652,1.153016616,0.497802899,35034,210.0907472,0.797799871,0.939291173,0.930458681,0.006513375,0.00301144,0.865753356],
[34671,674.874,235.5895195,187.6497244,1.255474903,0.604623587,35015,210.1058977,0.765769944,0.956601017,0.89183041,0.006795002,0.002651542,0.79536148],
[34676,668.424,226.4475067,195.193788,1.160116359,0.506938033,34982,210.1210471,0.777907394,0.975292284,0.927901791,0.006530381,0.002986251,0.861001735],
[34680,669.575,231.2624473,191.2410961,1.20927171,0.56228427,34941,210.1331659,0.77594308,0.972054226,0.908635052,0.006668467,0.002803908,0.825617658],
[34700,690.412,233.6301362,189.501815,1.2328649,0.58488132,35154,210.1937492,0.747877064,0.914792671,0.899685942,0.006732857,0.00272109,0.809434794],
[34703,676.387,230.7693155,191.7626609,1.203411104,0.556315398,35025,210.2028352,0.77323975,0.953205151,0.910878618,0.006649838,0.002823793,0.829699856],
[34722,670.391,227.2593515,194.7318627,1.167037322,0.515531503,34999,210.2603707,0.790375817,0.970863662,0.925200082,0.006545111,0.002958281,0.855995192],
[34729,671.193,228.8102714,193.6576351,1.181519496,0.532598937,35043,210.281564,0.777143752,0.968740162,0.919021523,0.00658845,0.002899117,0.844600559],
[34733,670.564,228.3272478,193.8600236,1.177794388,0.52832113,35019,210.2936735,0.777807636,0.97067019,0.921018737,0.006573784,0.002917891,0.848275515],
[34747,672.202,234.5404192,188.725983,1.242756379,0.593731888,35043,210.3360513,0.78414425,0.966334706,0.896800867,0.006749947,0.002693173,0.804251795],
[34748,669.267,221.0904959,200.2691414,1.103966864,0.423653581,35046,210.3390779,0.770465632,0.974856864,0.951370963,0.006362683,0.003215286,0.905106709],
[34750,675.599,223.1988366,198.5282098,1.124267613,0.456997571,35091,210.3451311,0.805069039,0.956724018,0.942411414,0.006422988,0.003125209,0.888139273],
[34757,686.779,231.22987,191.6720331,1.206382936,0.559360961,35150,210.3663159,0.786410842,0.926015239,0.909771371,0.006652757,0.002811321,0.827683948],
[34761,687.872,229.7370214,192.8875726,1.191041073,0.543202669,35171,210.3784205,0.776816841,0.92318101,0.915735824,0.006609045,0.002866813,0.838572099],
[34766,669.475,232.1753322,190.9940473,1.215615541,0.568579226,35054,210.3935503,0.75210384,0.974755876,0.90618391,0.00667823,0.002777835,0.821169279],
[34771,683.109,230.5865191,192.1855584,1.199811896,0.552573788,35163,210.408679,0.783978175,0.936369007,0.91249341,0.006631576,0.00283606,0.832644222],
[34772,671.947,228.0476746,194.336638,1.173467221,0.523256094,35103,210.4117046,0.763179843,0.967764075,0.922665425,0.006558371,0.002931924,0.851311487],
[34774,677.726,228.5222155,193.96029,1.178190729,0.528779858,35139,210.4177557,0.780561167,0.951384824,0.920775931,0.00657164,0.002913865,0.847828315],
[34787,677.348,230.8566379,192.6459316,1.198346811,0.551033739,35126,210.4570836,0.726833957,0.952803043,0.911635401,0.006636291,0.002827417,0.831079104],
[34792,692.19,228.0326605,194.3385831,1.173378219,0.523150809,35231,210.4722078,0.784929498,0.912512069,0.922991502,0.006554169,0.00293419,0.851913312],
[34794,693.537,237.4905508,186.9933377,1.270048194,0.616478558,35187,210.4782571,0.747197526,0.909023168,0.886259501,0.006825618,0.002597559,0.785455903],
[34794,671.293,236.6108792,187.4231531,1.262442101,0.610371182,35052,210.4782571,0.784974619,0.970264152,0.889554436,0.006800336,0.002626638,0.791307094],
[34800,671.796,226.6361886,195.613827,1.15858982,0.505001894,35120,210.4964041,0.784632035,0.968978812,0.928785493,0.006512534,0.002989451,0.862642492],
[34841,675.857,231.9569641,191.6112724,1.210560116,0.563576479,35137,210.620367,0.789079132,0.958497188,0.908014846,0.006657586,0.002791698,0.82449096],
[34841,670.201,223.7224915,198.5307932,1.126890634,0.461004955,35122,210.620367,0.787580813,0.974743466,0.941435819,0.006421242,0.003111442,0.886301401],
[34847,686.633,236.4262236,188.0626579,1.257167299,0.606033555,35229,210.6385017,0.761017689,0.928807931,0.890926981,0.006784694,0.002636808,0.793750886],
[34850,674.295,230.4335815,192.7521882,1.195491391,0.548003376,35119,210.6475685,0.7725046,0.96319178,0.914135723,0.006612154,0.002848167,0.835644119],
[34865,680,224.8250921,197.677632,1.137331977,0.476359223,35256,210.6928967,0.793179543,0.947505431,0.937141378,0.006448447,0.003068,0.878233963],
[34878,671.541,225.4135036,197.1479559,1.143372259,0.484834723,35188,210.7321732,0.765204037,0.971888339,0.934869339,0.006462914,0.003045172,0.873980682],
[34878,679.271,229.2969816,193.9498701,1.182248699,0.533427616,35217,210.7321732,0.784480432,0.949894318,0.919035967,0.006574258,0.002893054,0.844627109],
[34879,689.973,236.1931301,188.3981624,1.253691263,0.603127827,35298,210.7351942,0.769785919,0.920682093,0.892215595,0.006771786,0.002647051,0.796048669],
[34879,675.467,223.8000145,198.8687463,1.125365442,0.458682478,35258,210.7351942,0.792362389,0.960650949,0.941622791,0.006416469,0.0031116,0.88665348],
[34882,680.065,234.5232449,189.5311789,1.237386093,0.588969591,35219,210.7442569,0.792916894,0.947786227,0.898607117,0.006723331,0.00270423,0.80749475],
[34883,672.664,232.3224642,191.4684387,1.213372114,0.566372342,35182,210.7472777,0.79973864,0.968784811,0.907132586,0.006660048,0.002781892,0.822889528],
[34895,677.7,225.3698384,197.2329239,1.142658305,0.483847619,35227,210.7835238,0.76303245,0.954768529,0.93527832,0.006458514,0.003048427,0.874745536],
[34911,677.462,235.2555984,189.2799888,1.24289736,0.593855566,35252,210.8318423,0.762515289,0.955877575,0.896182041,0.006738724,0.002681281,0.803142251],
[34911,670.061,232.3946574,191.3768711,1.214329904,0.567317077,35204,210.8318423,0.771070766,0.977110029,0.90721467,0.006656775,0.002781531,0.823038457],
[34912,676.03,230.3106061,193.1139792,1.192614885,0.544911378,35245,210.8348619,0.774376719,0.959958935,0.91543705,0.006596889,0.002857807,0.838024993],
[34924,816.638,258.3197875,181.6399258,1.422153122,0.711032482,37992,210.871093,0.712095261,0.658073911,0.816318003,0.007396627,0.002026054,0.666375082],
[34934,687.791,230.1591986,193.7172105,1.188119517,0.539998207,35445,210.9012808,0.75706484,0.927994074,0.916327838,0.006588401,0.002865255,0.839656707],
[34936,682.571,232.0235561,192.0522539,1.208127223,0.561130429,35353,210.9073179,0.786846847,0.942296065,0.908990973,0.006641389,0.0027969,0.826264588],
[34945,675.172,234.9899023,189.5541679,1.239697891,0.591031959,35231,210.9344825,0.76000435,0.963309985,0.897632113,0.006724564,0.002693007,0.80574341],
[34958,672.491,231.2618911,192.6081255,1.200686059,0.553487963,35254,210.973714,0.797927461,0.971367322,0.912271853,0.006615421,0.002826405,0.832239935],
[34960,681.462,237.5611221,187.9510512,1.26395208,0.611597287,35342,210.979749,0.80349345,0.946014953,0.888107225,0.006795227,0.002607626,0.788734443],
[34968,673.319,238.1086753,187.1376478,1.272371851,0.618310695,35218,211.0038872,0.755509463,0.969256937,0.886166314,0.006809331,0.002590271,0.785290736],
[34968,750.395,242.822452,184.3295472,1.317327882,0.65095951,35858,211.0038872,0.743367347,0.780370411,0.868963662,0.006944133,0.00244233,0.755097846],
[34971,673.194,235.0015866,189.6894581,1.238875312,0.590300279,35269,211.0129383,0.782454021,0.969700104,0.897921335,0.006719899,0.002694608,0.806262723],
[34980,675.203,233.0086827,191.3427601,1.217755417,0.570665001,35276,211.0400893,0.785290948,0.96418627,0.905717705,0.006661197,0.002765053,0.820324561],
[34995,679.687,236.9907334,188.1316847,1.259706645,0.6081324,35298,211.0853331,0.757992549,0.951914484,0.89069024,0.006772131,0.002629129,0.793329103],
[35022,670.696,231.8361853,192.6036331,1.203695806,0.556608864,35293,211.1667477,0.791779707,0.978361547,0.910844644,0.00661973,0.002810589,0.829637966],
[35031,675.649,232.0680178,192.5367815,1.205317841,0.558273939,35369,211.1938789,0.79899188,0.964317665,0.910051635,0.006624647,0.002802894,0.828193978],
[35042,676.65,225.6145213,197.8959341,1.140066481,0.480231413,35380,211.2270346,0.800045662,0.961768562,0.936229784,0.006438403,0.00305132,0.876526209],
[35049,679.396,228.9631987,195.0752162,1.173717518,0.523551942,35349,211.2481309,0.777484472,0.954200246,0.922629192,0.00653266,0.002919971,0.851244625],
[35059,671.731,230.0316108,194.3218141,1.183766279,0.535143216,35314,211.2782649,0.7777063,0.976379396,0.918474918,0.006561271,0.002880295,0.843596175],
[35062,701.948,223.2641008,200.2523714,1.114913642,0.442171641,35579,211.2873042,0.778740227,0.894204122,0.946355923,0.006367694,0.003150504,0.895589533],
[35066,674.509,229.0391713,195.1179759,1.173849668,0.523707997,35356,211.2993561,0.788708952,0.968546765,0.922546807,0.006531659,0.002918481,0.85109261],
[35069,692.225,234.2366519,191.2138075,1.224998628,0.57758939,35563,211.3083945,0.752682864,0.919684117,0.902114988,0.006679308,0.002728719,0.813811452],
[35081,677.561,234.7952752,190.5792388,1.232008674,0.58409876,35395,211.3445445,0.76844388,0.960251575,0.900122646,0.006692947,0.002710216,0.810220779],
[35083,687.873,229.6498757,194.93395,1.17809071,0.528664177,35513,211.3505688,0.767613338,0.931729962,0.920316496,0.006545902,0.002896664,0.846982453],
[35083,685.515,227.9847727,196.1941843,1.162036344,0.509351984,35477,211.3505688,0.782700846,0.938150821,0.927038093,0.00649844,0.002960596,0.859399625],
